2019-11-30 15:10:54,trackerId1,"[[262.5, 244]]"
2019-11-30 15:10:54,trackerId2,"[[619.0, 182]]"
2019-11-30 15:24:20,trackerId1,"[[275.0, 139]]"
2019-11-30 15:24:20,trackerId2,"[[579.5, 247]]"
2019-11-30 15:24:21,trackerId1,"[[275.0, 139], [309.0, 135]]"
2019-11-30 15:24:21,trackerId2,"[[579.5, 247], [578.5, 245]]"
